llm_name,method_name,case_id,candidate_path,ground_truth_path,embedding_model,similarity_threshold,ground_truth_states,candidate_states,matched_state_pairs,missing_ground_truth_states,extra_candidate_states,ground_truth_state_count,candidate_state_count,matched_state_count,missing_state_count,extra_state_count,semantic_state_precision,semantic_state_recall,semantic_state_f1
Mistral,rag,case_60_atm_2,valid_diagrams/Mistral/rag/case_60_atm_2/diagram.puml,dataset/case_60_atm_2/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""EnterAmount"",""ReadAmount <<extended>>"",""SelectAmount <<extended>>"",""VerifyTransaction <<extended>>""]","[""RejectedAmount"",""ReturnCard"",""SelectAmount"",""VerifyTransaction""]","[{""ground_truth_state"":""SelectAmount <<extended>>"",""candidate_state"":""SelectAmount"",""ground_truth_normalized"":""select amount <<extended>>"",""candidate_normalized"":""select amount"",""similarity"":0.824091},{""ground_truth_state"":""VerifyTransaction <<extended>>"",""candidate_state"":""VerifyTransaction"",""ground_truth_normalized"":""verify transaction <<extended>>"",""candidate_normalized"":""verify transaction"",""similarity"":0.802673}]","[""EnterAmount"",""ReadAmount <<extended>>""]","[""RejectedAmount"",""ReturnCard""]",4,4,2,2,2,0.5,0.5,0.5
Mistral,syntax_grounded_repair,case_60_atm_2,valid_diagrams/Mistral/syntax_grounded_repair/case_60_atm_2/diagram.puml,dataset/case_60_atm_2/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""EnterAmount"",""ReadAmount <<extended>>"",""SelectAmount <<extended>>"",""VerifyTransaction <<extended>>""]","[""RejectedAmount"",""ReturnCard"",""SelectAmount"",""VerifyTransaction""]","[{""ground_truth_state"":""SelectAmount <<extended>>"",""candidate_state"":""SelectAmount"",""ground_truth_normalized"":""select amount <<extended>>"",""candidate_normalized"":""select amount"",""similarity"":0.824091},{""ground_truth_state"":""VerifyTransaction <<extended>>"",""candidate_state"":""VerifyTransaction"",""ground_truth_normalized"":""verify transaction <<extended>>"",""candidate_normalized"":""verify transaction"",""similarity"":0.802673}]","[""EnterAmount"",""ReadAmount <<extended>>""]","[""RejectedAmount"",""ReturnCard""]",4,4,2,2,2,0.5,0.5,0.5
Mistral,baseline_repair,case_65_plane,valid_diagrams/Mistral/baseline_repair/case_65_plane/diagram.puml,dataset/case_65_plane/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""In Maintenance"",""Ordered"",""Ready for Use"",""Scheduled for Maintenance""]","[""Arrival"",""Maintenance"",""Operations"",""Order"",""OutOfService"",""Preparation"",""Removed""]","[{""ground_truth_state"":""In Maintenance"",""candidate_state"":""Maintenance"",""ground_truth_normalized"":""in maintenance"",""candidate_normalized"":""maintenance"",""similarity"":0.854492},{""ground_truth_state"":""Ordered"",""candidate_state"":""Order"",""ground_truth_normalized"":""ordered"",""candidate_normalized"":""order"",""similarity"":0.914529}]","[""Ready for Use"",""Scheduled for Maintenance""]","[""Arrival"",""Operations"",""OutOfService"",""Preparation"",""Removed""]",4,7,2,2,5,0.285714,0.5,0.363636
Mistral,syntax_grounded_repair,case_65_plane,valid_diagrams/Mistral/syntax_grounded_repair/case_65_plane/diagram.puml,dataset/case_65_plane/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""In Maintenance"",""Ordered"",""Ready for Use"",""Scheduled for Maintenance""]","[""Arrival"",""Maintenance"",""Operations"",""Order"",""OutOfService"",""Preparation"",""Removed""]","[{""ground_truth_state"":""In Maintenance"",""candidate_state"":""Maintenance"",""ground_truth_normalized"":""in maintenance"",""candidate_normalized"":""maintenance"",""similarity"":0.854492},{""ground_truth_state"":""Ordered"",""candidate_state"":""Order"",""ground_truth_normalized"":""ordered"",""candidate_normalized"":""order"",""similarity"":0.914529}]","[""Ready for Use"",""Scheduled for Maintenance""]","[""Arrival"",""Operations"",""OutOfService"",""Preparation"",""Removed""]",4,7,2,2,5,0.285714,0.5,0.363636
Qwen_2.5_7B,baseline_repair,case_65_plane,valid_diagrams/Qwen_2.5_7B/baseline_repair/case_65_plane/diagram.puml,dataset/case_65_plane/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""In Maintenance"",""Ordered"",""Ready for Use"",""Scheduled for Maintenance""]","[""Arrival"",""Historic"",""Maintenance"",""Operations"",""Order"",""Out of Service"",""Preparation""]","[{""ground_truth_state"":""In Maintenance"",""candidate_state"":""Maintenance"",""ground_truth_normalized"":""in maintenance"",""candidate_normalized"":""maintenance"",""similarity"":0.854492},{""ground_truth_state"":""Ordered"",""candidate_state"":""Order"",""ground_truth_normalized"":""ordered"",""candidate_normalized"":""order"",""similarity"":0.914529}]","[""Ready for Use"",""Scheduled for Maintenance""]","[""Arrival"",""Historic"",""Operations"",""Out of Service"",""Preparation""]",4,7,2,2,5,0.285714,0.5,0.363636
Qwen_2.5_7B,rag,case_65_plane,valid_diagrams/Qwen_2.5_7B/rag/case_65_plane/diagram.puml,dataset/case_65_plane/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""In Maintenance"",""Ordered"",""Ready for Use"",""Scheduled for Maintenance""]","[""Arrival"",""Historic"",""Maintenance"",""Operations"",""Order"",""Out of Service"",""Preparation""]","[{""ground_truth_state"":""In Maintenance"",""candidate_state"":""Maintenance"",""ground_truth_normalized"":""in maintenance"",""candidate_normalized"":""maintenance"",""similarity"":0.854492},{""ground_truth_state"":""Ordered"",""candidate_state"":""Order"",""ground_truth_normalized"":""ordered"",""candidate_normalized"":""order"",""similarity"":0.914529}]","[""Ready for Use"",""Scheduled for Maintenance""]","[""Arrival"",""Historic"",""Operations"",""Out of Service"",""Preparation""]",4,7,2,2,5,0.285714,0.5,0.363636
Qwen_2.5_7B,syntax_grounded_repair,case_65_plane,valid_diagrams/Qwen_2.5_7B/syntax_grounded_repair/case_65_plane/diagram.puml,dataset/case_65_plane/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""In Maintenance"",""Ordered"",""Ready for Use"",""Scheduled for Maintenance""]","[""Arrival"",""Historic"",""Maintenance"",""Operations"",""Order"",""Out of Service"",""Preparation""]","[{""ground_truth_state"":""In Maintenance"",""candidate_state"":""Maintenance"",""ground_truth_normalized"":""in maintenance"",""candidate_normalized"":""maintenance"",""similarity"":0.854492},{""ground_truth_state"":""Ordered"",""candidate_state"":""Order"",""ground_truth_normalized"":""ordered"",""candidate_normalized"":""order"",""similarity"":0.914529}]","[""Ready for Use"",""Scheduled for Maintenance""]","[""Arrival"",""Historic"",""Operations"",""Out of Service"",""Preparation""]",4,7,2,2,5,0.285714,0.5,0.363636
Llama_3.1_8B,baseline_repair,case_67_atm_many_scenarios_1,valid_diagrams/Llama_3.1_8B/baseline_repair/case_67_atm_many_scenarios_1/diagram.puml,dataset/case_67_atm_many_scenarios_1/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Dispensing"",""Ejecting"",""Idle"",""Printing"",""Processing Withdrawal"",""Terminating"",""Validating PIN"",""Waiting for Customer Choice"",""Waiting for PIN""]","[""CardReturn"",""CashDispensing"",""NotVerified"",""PINEntry"",""PINVerification"",""ReceiptPrinting"",""Reset"",""Verified""]","[{""ground_truth_state"":""Validating PIN"",""candidate_state"":""PINVerification"",""ground_truth_normalized"":""validating pin"",""candidate_normalized"":""pin verification"",""similarity"":0.853429}]","[""Dispensing"",""Ejecting"",""Idle"",""Printing"",""Processing Withdrawal"",""Terminating"",""Waiting for Customer Choice"",""Waiting for PIN""]","[""CardReturn"",""CashDispensing"",""NotVerified"",""PINEntry"",""ReceiptPrinting"",""Reset"",""Verified""]",9,8,1,8,7,0.125,0.111111,0.117647
Llama_3.1_8B,few_shot,case_67_atm_many_scenarios_1,valid_diagrams/Llama_3.1_8B/few_shot/case_67_atm_many_scenarios_1/diagram.puml,dataset/case_67_atm_many_scenarios_1/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Dispensing"",""Ejecting"",""Idle"",""Printing"",""Processing Withdrawal"",""Terminating"",""Validating PIN"",""Waiting for Customer Choice"",""Waiting for PIN""]","[""CardReturn"",""CashDispensing"",""NotVerified"",""PINEntry"",""PINVerification"",""ReceiptPrinting"",""Reset"",""Verified""]","[{""ground_truth_state"":""Validating PIN"",""candidate_state"":""PINVerification"",""ground_truth_normalized"":""validating pin"",""candidate_normalized"":""pin verification"",""similarity"":0.853429}]","[""Dispensing"",""Ejecting"",""Idle"",""Printing"",""Processing Withdrawal"",""Terminating"",""Waiting for Customer Choice"",""Waiting for PIN""]","[""CardReturn"",""CashDispensing"",""NotVerified"",""PINEntry"",""ReceiptPrinting"",""Reset"",""Verified""]",9,8,1,8,7,0.125,0.111111,0.117647
Llama_3.1_8B,syntax_grounded_repair,case_67_atm_many_scenarios_1,valid_diagrams/Llama_3.1_8B/syntax_grounded_repair/case_67_atm_many_scenarios_1/diagram.puml,dataset/case_67_atm_many_scenarios_1/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Dispensing"",""Ejecting"",""Idle"",""Printing"",""Processing Withdrawal"",""Terminating"",""Validating PIN"",""Waiting for Customer Choice"",""Waiting for PIN""]","[""CardReturn"",""CashDispensing"",""NotVerified"",""PINEntry"",""PINVerification"",""ReceiptPrinting"",""Reset"",""Verified""]","[{""ground_truth_state"":""Validating PIN"",""candidate_state"":""PINVerification"",""ground_truth_normalized"":""validating pin"",""candidate_normalized"":""pin verification"",""similarity"":0.853429}]","[""Dispensing"",""Ejecting"",""Idle"",""Printing"",""Processing Withdrawal"",""Terminating"",""Waiting for Customer Choice"",""Waiting for PIN""]","[""CardReturn"",""CashDispensing"",""NotVerified"",""PINEntry"",""ReceiptPrinting"",""Reset"",""Verified""]",9,8,1,8,7,0.125,0.111111,0.117647
Qwen_2.5_7B,baseline_repair,case_67_atm_many_scenarios_1,valid_diagrams/Qwen_2.5_7B/baseline_repair/case_67_atm_many_scenarios_1/diagram.puml,dataset/case_67_atm_many_scenarios_1/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Dispensing"",""Ejecting"",""Idle"",""Printing"",""Processing Withdrawal"",""Terminating"",""Validating PIN"",""Waiting for Customer Choice"",""Waiting for PIN""]","[""ClosedDown"",""Confiscating"",""Dispensing"",""Ejecting"",""Idle"",""Printing"",""ProcessingWithdrawal"",""Terminating"",""ValidatingPIN"",""WaitingForCustomerChoice"",""WaitingForPIN""]","[{""ground_truth_state"":""Dispensing"",""candidate_state"":""Dispensing"",""ground_truth_normalized"":""dispensing"",""candidate_normalized"":""dispensing"",""similarity"":1.0},{""ground_truth_state"":""Ejecting"",""candidate_state"":""Ejecting"",""ground_truth_normalized"":""ejecting"",""candidate_normalized"":""ejecting"",""similarity"":1.0},{""ground_truth_state"":""Idle"",""candidate_state"":""Idle"",""ground_truth_normalized"":""idle"",""candidate_normalized"":""idle"",""similarity"":1.0},{""ground_truth_state"":""Printing"",""candidate_state"":""Printing"",""ground_truth_normalized"":""printing"",""candidate_normalized"":""printing"",""similarity"":1.0},{""ground_truth_state"":""Processing Withdrawal"",""candidate_state"":""ProcessingWithdrawal"",""ground_truth_normalized"":""processing withdrawal"",""candidate_normalized"":""processing withdrawal"",""similarity"":1.0},{""ground_truth_state"":""Terminating"",""candidate_state"":""Terminating"",""ground_truth_normalized"":""terminating"",""candidate_normalized"":""terminating"",""similarity"":1.0},{""ground_truth_state"":""Validating PIN"",""candidate_state"":""ValidatingPIN"",""ground_truth_normalized"":""validating pin"",""candidate_normalized"":""validating pin"",""similarity"":1.0},{""ground_truth_state"":""Waiting for Customer Choice"",""candidate_state"":""WaitingForCustomerChoice"",""ground_truth_normalized"":""waiting for customer choice"",""candidate_normalized"":""waiting for customer choice"",""similarity"":1.0},{""ground_truth_state"":""Waiting for PIN"",""candidate_state"":""WaitingForPIN"",""ground_truth_normalized"":""waiting for pin"",""candidate_normalized"":""waiting for pin"",""similarity"":1.0}]",[],"[""ClosedDown"",""Confiscating""]",9,11,9,0,2,0.818182,1.0,0.9
Qwen_2.5_7B,syntax_grounded_repair,case_67_atm_many_scenarios_1,valid_diagrams/Qwen_2.5_7B/syntax_grounded_repair/case_67_atm_many_scenarios_1/diagram.puml,dataset/case_67_atm_many_scenarios_1/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Dispensing"",""Ejecting"",""Idle"",""Printing"",""Processing Withdrawal"",""Terminating"",""Validating PIN"",""Waiting for Customer Choice"",""Waiting for PIN""]","[""ClosedDown"",""Confiscating"",""Dispensing"",""Ejecting"",""Idle"",""Printing"",""ProcessingWithdrawal"",""Terminating"",""ValidatingPIN"",""WaitingForCustomerChoice"",""WaitingForPIN""]","[{""ground_truth_state"":""Dispensing"",""candidate_state"":""Dispensing"",""ground_truth_normalized"":""dispensing"",""candidate_normalized"":""dispensing"",""similarity"":1.0},{""ground_truth_state"":""Ejecting"",""candidate_state"":""Ejecting"",""ground_truth_normalized"":""ejecting"",""candidate_normalized"":""ejecting"",""similarity"":1.0},{""ground_truth_state"":""Idle"",""candidate_state"":""Idle"",""ground_truth_normalized"":""idle"",""candidate_normalized"":""idle"",""similarity"":1.0},{""ground_truth_state"":""Printing"",""candidate_state"":""Printing"",""ground_truth_normalized"":""printing"",""candidate_normalized"":""printing"",""similarity"":1.0},{""ground_truth_state"":""Processing Withdrawal"",""candidate_state"":""ProcessingWithdrawal"",""ground_truth_normalized"":""processing withdrawal"",""candidate_normalized"":""processing withdrawal"",""similarity"":1.0},{""ground_truth_state"":""Terminating"",""candidate_state"":""Terminating"",""ground_truth_normalized"":""terminating"",""candidate_normalized"":""terminating"",""similarity"":1.0},{""ground_truth_state"":""Validating PIN"",""candidate_state"":""ValidatingPIN"",""ground_truth_normalized"":""validating pin"",""candidate_normalized"":""validating pin"",""similarity"":1.0},{""ground_truth_state"":""Waiting for Customer Choice"",""candidate_state"":""WaitingForCustomerChoice"",""ground_truth_normalized"":""waiting for customer choice"",""candidate_normalized"":""waiting for customer choice"",""similarity"":1.0},{""ground_truth_state"":""Waiting for PIN"",""candidate_state"":""WaitingForPIN"",""ground_truth_normalized"":""waiting for pin"",""candidate_normalized"":""waiting for pin"",""similarity"":1.0}]",[],"[""ClosedDown"",""Confiscating""]",9,11,9,0,2,0.818182,1.0,0.9
DeepSeek_R1_14B,baseline_repair,case_70_atm_many_scenarios_7,valid_diagrams/DeepSeek_R1_14B/baseline_repair/case_70_atm_many_scenarios_7/diagram.puml,dataset/case_70_atm_many_scenarios_7/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Confiscating"",""Ejecting"",""Idle"",""Processing Customer Input"",""Processing Transaction"",""Validating PIN"",""Waiting for Customer Choice"",""Waiting for PIN""]","[""CheckPin"",""DisplayOptions"",""InsertCard"",""ProcessRequest""]",[],"[""Confiscating"",""Ejecting"",""Idle"",""Processing Customer Input"",""Processing Transaction"",""Validating PIN"",""Waiting for Customer Choice"",""Waiting for PIN""]","[""CheckPin"",""DisplayOptions"",""InsertCard"",""ProcessRequest""]",8,4,0,8,4,0.0,0.0,0.0
DeepSeek_R1_14B,syntax_grounded_repair,case_70_atm_many_scenarios_7,valid_diagrams/DeepSeek_R1_14B/syntax_grounded_repair/case_70_atm_many_scenarios_7/diagram.puml,dataset/case_70_atm_many_scenarios_7/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Confiscating"",""Ejecting"",""Idle"",""Processing Customer Input"",""Processing Transaction"",""Validating PIN"",""Waiting for Customer Choice"",""Waiting for PIN""]","[""Greeting"",""KeepCard"",""OptionsMenu"",""PINCheck"",""ProcessRequest"",""ReturnCard""]",[],"[""Confiscating"",""Ejecting"",""Idle"",""Processing Customer Input"",""Processing Transaction"",""Validating PIN"",""Waiting for Customer Choice"",""Waiting for PIN""]","[""Greeting"",""KeepCard"",""OptionsMenu"",""PINCheck"",""ProcessRequest"",""ReturnCard""]",8,6,0,8,6,0.0,0.0,0.0
Qwen_2.5_7B,baseline_repair,case_70_atm_many_scenarios_7,valid_diagrams/Qwen_2.5_7B/baseline_repair/case_70_atm_many_scenarios_7/diagram.puml,dataset/case_70_atm_many_scenarios_7/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Confiscating"",""Ejecting"",""Idle"",""Processing Customer Input"",""Processing Transaction"",""Validating PIN"",""Waiting for Customer Choice"",""Waiting for PIN""]","[""Confiscating"",""Ejecting"",""Idle"",""Terminating"",""ValidatingPIN"",""Waiting for Customer Choice"",""Waiting for PIN""]","[{""ground_truth_state"":""Confiscating"",""candidate_state"":""Confiscating"",""ground_truth_normalized"":""confiscating"",""candidate_normalized"":""confiscating"",""similarity"":1.0},{""ground_truth_state"":""Ejecting"",""candidate_state"":""Ejecting"",""ground_truth_normalized"":""ejecting"",""candidate_normalized"":""ejecting"",""similarity"":1.0},{""ground_truth_state"":""Idle"",""candidate_state"":""Idle"",""ground_truth_normalized"":""idle"",""candidate_normalized"":""idle"",""similarity"":1.0},{""ground_truth_state"":""Validating PIN"",""candidate_state"":""ValidatingPIN"",""ground_truth_normalized"":""validating pin"",""candidate_normalized"":""validating pin"",""similarity"":1.0},{""ground_truth_state"":""Waiting for Customer Choice"",""candidate_state"":""Waiting for Customer Choice"",""ground_truth_normalized"":""waiting for customer choice"",""candidate_normalized"":""waiting for customer choice"",""similarity"":1.0},{""ground_truth_state"":""Waiting for PIN"",""candidate_state"":""Waiting for PIN"",""ground_truth_normalized"":""waiting for pin"",""candidate_normalized"":""waiting for pin"",""similarity"":1.0}]","[""Processing Customer Input"",""Processing Transaction""]","[""Terminating""]",8,7,6,2,1,0.857143,0.75,0.8
Qwen_2.5_7B,syntax_grounded_repair,case_70_atm_many_scenarios_7,valid_diagrams/Qwen_2.5_7B/syntax_grounded_repair/case_70_atm_many_scenarios_7/diagram.puml,dataset/case_70_atm_many_scenarios_7/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Confiscating"",""Ejecting"",""Idle"",""Processing Customer Input"",""Processing Transaction"",""Validating PIN"",""Waiting for Customer Choice"",""Waiting for PIN""]","[""Confiscating"",""Ejecting"",""Idle"",""Terminating"",""ValidatingPIN"",""Waiting for Customer Choice"",""Waiting for PIN""]","[{""ground_truth_state"":""Confiscating"",""candidate_state"":""Confiscating"",""ground_truth_normalized"":""confiscating"",""candidate_normalized"":""confiscating"",""similarity"":1.0},{""ground_truth_state"":""Ejecting"",""candidate_state"":""Ejecting"",""ground_truth_normalized"":""ejecting"",""candidate_normalized"":""ejecting"",""similarity"":1.0},{""ground_truth_state"":""Idle"",""candidate_state"":""Idle"",""ground_truth_normalized"":""idle"",""candidate_normalized"":""idle"",""similarity"":1.0},{""ground_truth_state"":""Validating PIN"",""candidate_state"":""ValidatingPIN"",""ground_truth_normalized"":""validating pin"",""candidate_normalized"":""validating pin"",""similarity"":1.0},{""ground_truth_state"":""Waiting for Customer Choice"",""candidate_state"":""Waiting for Customer Choice"",""ground_truth_normalized"":""waiting for customer choice"",""candidate_normalized"":""waiting for customer choice"",""similarity"":1.0},{""ground_truth_state"":""Waiting for PIN"",""candidate_state"":""Waiting for PIN"",""ground_truth_normalized"":""waiting for pin"",""candidate_normalized"":""waiting for pin"",""similarity"":1.0}]","[""Processing Customer Input"",""Processing Transaction""]","[""Terminating""]",8,7,6,2,1,0.857143,0.75,0.8
DeepSeek_R1_14B,baseline_repair,case_75_graderate,valid_diagrams/DeepSeek_R1_14B/baseline_repair/case_75_graderate/diagram.puml,dataset/case_75_graderate/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Active"",""Lapsed"",""Pending""]","[""Active"",""Archived"",""Expired"",""Waiting""]","[{""ground_truth_state"":""Active"",""candidate_state"":""Active"",""ground_truth_normalized"":""active"",""candidate_normalized"":""active"",""similarity"":1.0}]","[""Lapsed"",""Pending""]","[""Archived"",""Expired"",""Waiting""]",3,4,1,2,3,0.25,0.333333,0.285714
DeepSeek_R1_14B,few_shot,case_75_graderate,valid_diagrams/DeepSeek_R1_14B/few_shot/case_75_graderate/diagram.puml,dataset/case_75_graderate/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Active"",""Lapsed"",""Pending""]","[""Active"",""Archived"",""Expired"",""Waiting""]","[{""ground_truth_state"":""Active"",""candidate_state"":""Active"",""ground_truth_normalized"":""active"",""candidate_normalized"":""active"",""similarity"":1.0}]","[""Lapsed"",""Pending""]","[""Archived"",""Expired"",""Waiting""]",3,4,1,2,3,0.25,0.333333,0.285714
DeepSeek_R1_14B,syntax_grounded_repair,case_75_graderate,valid_diagrams/DeepSeek_R1_14B/syntax_grounded_repair/case_75_graderate/diagram.puml,dataset/case_75_graderate/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Active"",""Lapsed"",""Pending""]","[""Active"",""Archived"",""Expired"",""Waiting""]","[{""ground_truth_state"":""Active"",""candidate_state"":""Active"",""ground_truth_normalized"":""active"",""candidate_normalized"":""active"",""similarity"":1.0}]","[""Lapsed"",""Pending""]","[""Archived"",""Expired"",""Waiting""]",3,4,1,2,3,0.25,0.333333,0.285714
Llama_3.1_8B,baseline_repair,case_75_graderate,valid_diagrams/Llama_3.1_8B/baseline_repair/case_75_graderate/diagram.puml,dataset/case_75_graderate/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Active"",""Lapsed"",""Pending""]","[""Active"",""Archived"",""Expired""]","[{""ground_truth_state"":""Active"",""candidate_state"":""Active"",""ground_truth_normalized"":""active"",""candidate_normalized"":""active"",""similarity"":1.0}]","[""Lapsed"",""Pending""]","[""Archived"",""Expired""]",3,3,1,2,2,0.333333,0.333333,0.333333
Llama_3.1_8B,few_shot,case_75_graderate,valid_diagrams/Llama_3.1_8B/few_shot/case_75_graderate/diagram.puml,dataset/case_75_graderate/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Active"",""Lapsed"",""Pending""]","[""Active"",""Archived"",""Expired""]","[{""ground_truth_state"":""Active"",""candidate_state"":""Active"",""ground_truth_normalized"":""active"",""candidate_normalized"":""active"",""similarity"":1.0}]","[""Lapsed"",""Pending""]","[""Archived"",""Expired""]",3,3,1,2,2,0.333333,0.333333,0.333333
Llama_3.1_8B,syntax_grounded_repair,case_75_graderate,valid_diagrams/Llama_3.1_8B/syntax_grounded_repair/case_75_graderate/diagram.puml,dataset/case_75_graderate/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Active"",""Lapsed"",""Pending""]","[""Active"",""Archived"",""Expired""]","[{""ground_truth_state"":""Active"",""candidate_state"":""Active"",""ground_truth_normalized"":""active"",""candidate_normalized"":""active"",""similarity"":1.0}]","[""Lapsed"",""Pending""]","[""Archived"",""Expired""]",3,3,1,2,2,0.333333,0.333333,0.333333
Mistral,baseline_repair,case_75_graderate,valid_diagrams/Mistral/baseline_repair/case_75_graderate/diagram.puml,dataset/case_75_graderate/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Active"",""Lapsed"",""Pending""]","[""Active"",""Archived"",""Expired"",""Inactive""]","[{""ground_truth_state"":""Active"",""candidate_state"":""Active"",""ground_truth_normalized"":""active"",""candidate_normalized"":""active"",""similarity"":1.0}]","[""Lapsed"",""Pending""]","[""Archived"",""Expired"",""Inactive""]",3,4,1,2,3,0.25,0.333333,0.285714
Mistral,rag,case_75_graderate,valid_diagrams/Mistral/rag/case_75_graderate/diagram.puml,dataset/case_75_graderate/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Active"",""Lapsed"",""Pending""]","[""Active"",""Archived"",""Expired"",""Inactive""]","[{""ground_truth_state"":""Active"",""candidate_state"":""Active"",""ground_truth_normalized"":""active"",""candidate_normalized"":""active"",""similarity"":1.0}]","[""Lapsed"",""Pending""]","[""Archived"",""Expired"",""Inactive""]",3,4,1,2,3,0.25,0.333333,0.285714
Mistral,syntax_grounded_repair,case_75_graderate,valid_diagrams/Mistral/syntax_grounded_repair/case_75_graderate/diagram.puml,dataset/case_75_graderate/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Active"",""Lapsed"",""Pending""]","[""Active"",""Archived"",""Expired"",""Inactive""]","[{""ground_truth_state"":""Active"",""candidate_state"":""Active"",""ground_truth_normalized"":""active"",""candidate_normalized"":""active"",""similarity"":1.0}]","[""Lapsed"",""Pending""]","[""Archived"",""Expired"",""Inactive""]",3,4,1,2,3,0.25,0.333333,0.285714
Qwen_2.5_7B,baseline_repair,case_75_graderate,valid_diagrams/Qwen_2.5_7B/baseline_repair/case_75_graderate/diagram.puml,dataset/case_75_graderate/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Active"",""Lapsed"",""Pending""]","[""Active"",""Expired"",""Waiting""]","[{""ground_truth_state"":""Active"",""candidate_state"":""Active"",""ground_truth_normalized"":""active"",""candidate_normalized"":""active"",""similarity"":1.0}]","[""Lapsed"",""Pending""]","[""Expired"",""Waiting""]",3,3,1,2,2,0.333333,0.333333,0.333333
Qwen_2.5_7B,rag,case_75_graderate,valid_diagrams/Qwen_2.5_7B/rag/case_75_graderate/diagram.puml,dataset/case_75_graderate/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Active"",""Lapsed"",""Pending""]","[""Active"",""Expired"",""Waiting""]","[{""ground_truth_state"":""Active"",""candidate_state"":""Active"",""ground_truth_normalized"":""active"",""candidate_normalized"":""active"",""similarity"":1.0}]","[""Lapsed"",""Pending""]","[""Expired"",""Waiting""]",3,3,1,2,2,0.333333,0.333333,0.333333
Qwen_2.5_7B,syntax_grounded_repair,case_75_graderate,valid_diagrams/Qwen_2.5_7B/syntax_grounded_repair/case_75_graderate/diagram.puml,dataset/case_75_graderate/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Active"",""Lapsed"",""Pending""]","[""Active"",""Expired"",""Waiting""]","[{""ground_truth_state"":""Active"",""candidate_state"":""Active"",""ground_truth_normalized"":""active"",""candidate_normalized"":""active"",""similarity"":1.0}]","[""Lapsed"",""Pending""]","[""Expired"",""Waiting""]",3,3,1,2,2,0.333333,0.333333,0.333333
DeepSeek_R1_14B,baseline_repair,case_78_class_campaign_version_2,valid_diagrams/DeepSeek_R1_14B/baseline_repair/case_78_class_campaign_version_2/diagram.puml,dataset/case_78_class_campaign_version_2/diagram.puml,sentence-transformers/all-MiniLM-L6-v2,0.800000,"[""Active"",""AdvertPreparation"",""Commissioned"",""Completed"",""Paid"",""Running Adverts"",""Scheduling""]","[""ApprovedAdverts"",""Archived"",""AwaitingBalance"",""CompleteCampaign"",""Paid"",""PaymentHandling"",""PrepareAdverts"",""RefundGenerated"",""Running"",""StartCampaign""]","[{""ground_truth_state"":""AdvertPreparation"",""candidate_state"":""PrepareAdverts"",""ground_truth_normalized"":""advert preparation"",""candidate_normalized"":""prepare adverts"",""similarity"":0.921139},{""ground_truth_state"":""Paid"",""candidate_state"":""Paid"",""ground_truth_normalized"":""paid"",""candidate_normalized"":""paid"",""similarity"":1.0}]","[""Active"",""Commissioned"",""Completed"",""Running Adverts"",""Scheduling""]","[""ApprovedAdverts"",""Archived"",""AwaitingBalance"",""CompleteCampaign"",""PaymentHandling"",""RefundGenerated"",""Running"",""StartCampaign""]",7,10,2,5,8,0.2,0.285714,0.235294
